start_date,end_date,scale,gru_hidden
2010-05-31,2021-06-09,4,256
2010-07-29,2021-08-05,7,128
2010-09-28,2021-10-11,1,512
2010-11-30,2021-12-06,8,512
2011-01-26,2022-02-08,1,256
2011-03-30,2022-04-07,4,64
2011-05-30,2022-06-08,3,16
2011-07-26,2022-08-03,3,512
2011-09-21,2022-09-29,5,16
2011-11-23,2022-12-01,1,256
2012-01-20,2023-02-03,1,32
2012-03-23,2023-03-20,1,512
