date,open,close,high,low,volume,money,change,adjclose,symbol
2010-02-23,3225.39,3198.63,3225.39,3152.93,42742898.0,62386076936.0,2.24,3198.63,sh000300
2010-02-24,3177.08,3244.48,3244.82,3165.13,49989437.0,64414097361.0,2.49,3244.48,sh000300
2010-02-25,3252.15,3292.13,3294.14,3249.33,67586617.0,89485801632.0,1.38,3292.13,sh000300
2010-02-26,3286.09,3281.67,3301.15,3273.69,52107288.0,70171666128.0,0.83,3281.67,sh000300
2010-03-01,3290.01,3324.42,3330.38,3287.56,60504520.0,81205689009.0,1.3,3324.42,sh000300
2010-03-02,3327.1,3311.24,3339.89,3299.69,57034374.0,76233992315.0,1.21,3311.24,sh000300
2010-03-03,3313.02,3335.08,3335.65,3293.92,60622732.0,78442132954.0,1.26,3335.08,sh000300
2010-03-04,3338.67,3250.57,3345.91,3244.98,69346810.0,89462913752.0,3.03,3250.57,sh000300
2010-03-05,3253.16,3259.76,3276.4,3239.68,45629138.0,59621178434.0,1.13,3259.76,sh000300
2010-03-08,3268.4,3286.18,3293.93,3258.03,41540876.0,54686555117.0,1.1,3286.18,sh000300
2010-03-09,3285.62,3305.86,3322.51,3255.98,54199486.0,71971297725.0,2.02,3305.86,sh000300
2010-03-10,3304.04,3279.69,3321.08,3267.76,46421079.0,61760429281.0,1.61,3279.69,sh000300
2010-03-11,3282.2,3276.71,3303.49,3251.7,47487754.0,63732658851.0,1.58,3276.71,sh000300
2010-03-12,3277.31,3233.13,3284.26,3232.12,39957344.0,52611210820.0,1.59,3233.13,sh000300
2010-03-15,3231.22,3183.18,3234.82,3171.8,37844304.0,49219898122.0,1.95,3183.18,sh000300
2010-03-16,3183.77,3203.97,3204.29,3169.1,30847780.0,41510426396.0,1.11,3203.97,sh000300
2010-03-17,3214.22,3273.92,3274.0,3207.27,45800934.0,62587395428.0,2.08,3273.92,sh000300
2010-03-18,3277.88,3267.55,3295.37,3256.59,46948013.0,62509130228.0,1.18,3267.55,sh000300
2010-03-19,3270.98,3293.87,3296.41,3251.14,46062187.0,62114230718.0,1.39,3293.87,sh000300
2010-03-22,3297.82,3302.63,3313.92,3288.51,49439462.0,65652976792.0,0.77,3302.63,sh000300
2010-03-23,3305.55,3275.57,3309.12,3272.92,46539536.0,62145531443.0,1.1,3275.57,sh000300
2010-03-24,3282.05,3276.67,3298.54,3271.03,44547966.0,58330301241.0,0.84,3276.67,sh000300
2010-03-25,3270.39,3229.13,3270.39,3222.82,44984285.0,58604759567.0,1.45,3229.13,sh000300
2010-03-26,3226.8,3275.0,3285.39,3220.59,47444965.0,61592843185.0,2.01,3275.0,sh000300
2010-03-29,3295.76,3358.54,3363.6,3293.67,84724910.0,110326973484.0,2.14,3358.54,sh000300
2010-03-30,3361.35,3366.71,3372.26,3350.31,56436980.0,78682669413.0,0.65,3366.71,sh000300
2010-03-31,3369.19,3345.61,3369.9,3338.75,53124287.0,72120886278.0,0.93,3345.61,sh000300
2010-04-01,3349.88,3391.94,3392.48,3349.88,67772669.0,92360495841.0,1.27,3391.94,sh000300
2010-04-02,3400.14,3407.35,3412.2,3391.81,69073452.0,99040760060.0,0.6,3407.35,sh000300
2010-04-06,3422.85,3405.15,3436.29,3386.89,65191710.0,93985883918.0,1.45,3405.15,sh000300
2010-04-07,3403.09,3386.95,3404.58,3369.02,54011228.0,76733159936.0,1.04,3386.95,sh000300
2010-04-08,3381.31,3346.74,3381.31,3336.16,62185322.0,89317468603.0,1.33,3346.74,sh000300
2010-04-09,3348.77,3379.17,3379.4,3342.47,51280567.0,75590356319.0,1.1,3379.17,sh000300
2010-04-12,3388.35,3351.48,3393.56,3330.3,74565150.0,105996609644.0,1.87,3351.48,sh000300
2010-04-13,3350.73,3391.72,3401.71,3324.05,79907695.0,116440339286.0,2.32,3391.72,sh000300
2010-04-14,3394.64,3403.71,3404.52,3377.44,60306131.0,90787568716.0,0.8,3403.71,sh000300
2010-04-15,3407.02,3394.57,3412.94,3365.88,61051685.0,88700235636.0,1.38,3394.57,sh000300
2010-04-16,3388.29,3356.33,3388.29,3348.78,47140368.0,67235596653.0,1.16,3356.33,sh000300
2010-04-19,3313.5,3176.42,3313.5,3175.44,88416300.0,118855971989.0,4.11,3176.42,sh000300
2010-04-20,3176.41,3173.37,3196.65,3130.96,64137859.0,88005965691.0,2.07,3173.37,sh000300
2010-04-21,3178.88,3236.68,3237.54,3164.76,66928331.0,93373377791.0,2.29,3236.68,sh000300
2010-04-22,3222.68,3201.54,3231.99,3177.73,71081688.0,98970386343.0,1.68,3201.54,sh000300
2010-04-23,3198.78,3190.0,3224.74,3172.58,61252679.0,92115669956.0,1.63,3190.0,sh000300
2010-04-26,3195.46,3172.0,3207.72,3168.37,50894199.0,74959121055.0,1.23,3172.0,sh000300
2010-04-27,3163.1,3108.41,3163.1,3060.85,65296574.0,88058360562.0,3.22,3108.41,sh000300
2010-04-28,3080.32,3097.35,3122.11,3062.08,45995406.0,65484924588.0,1.93,3097.35,sh000300
2010-04-29,3114.94,3060.06,3130.7,3059.8,48260971.0,69250868103.0,2.29,3060.06,sh000300
2010-04-30,3060.12,3067.36,3068.13,3014.07,54477881.0,73190884013.0,1.77,3067.36,sh000300
2010-05-04,3005.49,3019.45,3056.08,2994.92,41248610.0,54558607131.0,1.99,3019.45,sh000300
2010-05-05,2981.78,3036.39,3036.86,2943.36,59670441.0,80835340414.0,3.1,3036.39,sh000300
2010-05-06,3014.91,2896.86,3014.91,2895.39,58770413.0,81502262034.0,3.94,2896.86,sh000300
2010-05-07,2835.88,2836.79,2892.53,2817.15,61119399.0,79147499714.0,2.6,2836.79,sh000300
2010-05-10,2842.37,2858.23,2872.31,2798.52,50209173.0,64909188147.0,2.6,2858.23,sh000300
2010-05-11,2916.33,2800.82,2922.12,2790.7,58363490.0,73894666754.0,4.6,2800.82,sh000300
2010-05-12,2781.71,2818.16,2832.15,2756.42,53002271.0,64693988243.0,2.7,2818.16,sh000300
2010-05-13,2818.58,2886.91,2886.97,2811.66,55145778.0,67486536614.0,2.67,2886.91,sh000300
2010-05-14,2865.58,2868.02,2888.09,2849.24,42498719.0,55175291043.0,1.35,2868.02,sh000300
2010-05-17,2828.88,2714.72,2828.88,2712.44,52166847.0,62395513473.0,4.06,2714.72,sh000300
2010-05-18,2711.41,2771.35,2781.84,2686.97,54509671.0,62746245805.0,3.49,2771.35,sh000300
2010-05-19,2748.95,2762.17,2803.7,2723.3,45576221.0,54656401336.0,2.9,2762.17,sh000300
2010-05-20,2739.22,2726.02,2793.88,2721.07,42174803.0,52677914862.0,2.64,2726.02,sh000300
2010-05-21,2656.42,2768.79,2769.09,2647.6,54475383.0,63501808937.0,4.46,2768.79,sh000300
2010-05-24,2787.75,2873.47,2886.37,2787.75,74502338.0,89961882752.0,3.56,2873.47,sh000300
2010-05-25,2851.26,2813.94,2855.33,2798.02,55168327.0,67954988050.0,1.99,2813.94,sh000300
2010-05-26,2814.44,2813.94,2839.03,2797.63,39858564.0,48495603059.0,1.47,2813.94,sh000300
2010-05-27,2808.05,2859.98,2866.86,2771.59,53445209.0,65266773667.0,3.39,2859.98,sh000300
2010-05-28,2885.86,2850.3,2893.69,2835.07,51534989.0,64342505421.0,2.05,2850.3,sh000300
2010-05-31,2835.33,2773.26,2857.42,2772.79,46216854.0,56695803642.0,2.97,2773.26,sh000300
2010-06-01,2755.28,2744.16,2782.29,2710.59,44851426.0,53230913831.0,2.59,2744.16,sh000300
2010-06-02,2729.33,2757.53,2757.91,2700.07,39587020.0,46364229493.0,2.11,2757.53,sh000300
2010-06-03,2769.1,2736.08,2787.51,2735.7,39587258.0,47143262922.0,1.88,2736.08,sh000300
2010-06-04,2721.36,2744.39,2748.48,2713.09,32746291.0,39858363381.0,1.29,2744.39,sh000300
2010-06-07,2692.83,2695.72,2716.4,2673.34,39541993.0,47062703369.0,1.57,2695.72,sh000300
2010-06-08,2694.11,2699.34,2720.59,2672.06,35140182.0,42677104255.0,1.8,2699.34,sh000300
2010-06-09,2711.64,2782.13,2787.82,2687.33,60209533.0,70710080539.0,3.72,2782.13,sh000300
2010-06-10,2755.94,2750.02,2776.26,2746.11,42906334.0,50312244286.0,1.08,2750.02,sh000300
2010-06-11,2766.2,2758.87,2782.09,2755.95,40558585.0,48871478557.0,0.95,2758.87,sh000300
2010-06-17,2778.53,2742.73,2784.92,2742.64,32612356.0,40293233998.0,1.53,2742.73,sh000300
2010-06-18,2739.03,2696.17,2755.84,2686.61,41808344.0,50256350918.0,2.52,2696.17,sh000300
2010-06-21,2698.98,2780.66,2784.47,2686.32,55261482.0,62809190519.0,3.64,2780.66,sh000300
2010-06-22,2772.89,2783.72,2795.32,2766.44,39096052.0,45207207792.0,1.04,2783.72,sh000300
2010-06-23,2768.7,2758.5,2788.22,2734.05,35600350.0,41600240721.0,1.95,2758.5,sh000300
2010-06-24,2753.71,2757.5,2783.51,2739.81,29220682.0,33772857040.0,1.58,2757.5,sh000300
2010-06-25,2744.12,2736.29,2759.45,2715.66,30671782.0,34649179151.0,1.59,2736.29,sh000300
2010-06-28,2734.51,2716.78,2751.46,2710.09,27710044.0,31198277084.0,1.51,2716.78,sh000300
2010-06-29,2717.47,2592.02,2724.23,2591.69,48758552.0,50635969685.0,4.88,2592.02,sh000300
2010-06-30,2572.91,2563.07,2575.82,2546.84,35698794.0,35809892277.0,1.12,2563.07,sh000300
2010-07-01,2557.92,2526.07,2574.1,2524.57,32857646.0,32478457404.0,1.93,2526.07,sh000300
2010-07-02,2523.03,2534.1,2542.12,2462.2,44914100.0,43367318435.0,3.16,2534.1,sh000300
2010-07-05,2507.35,2512.65,2529.43,2476.49,32178574.0,30922298985.0,2.09,2512.65,sh000300
2010-07-06,2504.87,2562.9,2563.41,2502.93,39714762.0,38976836519.0,2.41,2562.9,sh000300
2010-07-07,2561.11,2580.48,2580.61,2548.56,35720909.0,37059898462.0,1.25,2580.48,sh000300
2010-07-08,2591.51,2575.92,2602.23,2564.64,34056966.0,35348760455.0,1.46,2575.92,sh000300
2010-07-09,2578.55,2647.1,2662.16,2557.26,58493045.0,61470066938.0,4.07,2647.1,sh000300
2010-07-12,2647.42,2676.22,2689.81,2636.65,58462491.0,63462262470.0,2.01,2676.22,sh000300
2010-07-13,2649.66,2634.59,2649.66,2618.34,43228506.0,45125109071.0,1.17,2634.59,sh000300
2010-07-14,2640.93,2653.61,2684.62,2640.54,46688860.0,49497106670.0,1.67,2653.61,sh000300
2010-07-15,2650.33,2608.52,2680.44,2607.79,40440459.0,41444710868.0,2.74,2608.52,sh000300
2010-07-16,2597.0,2616.13,2621.33,2573.79,35063302.0,35422326209.0,1.82,2616.13,sh000300
2010-07-19,2592.09,2682.47,2691.94,2585.01,53868070.0,59826125817.0,4.09,2682.47,sh000300
2010-07-20,2685.46,2741.5,2746.24,2685.46,73128345.0,80958216794.0,2.27,2741.5,sh000300
2010-07-21,2744.7,2747.33,2766.21,2733.72,70757092.0,73734684585.0,1.19,2747.33,sh000300
2010-07-22,2738.03,2781.29,2783.14,2734.07,61064806.0,63576603000.0,1.79,2781.29,sh000300
2010-07-23,2787.52,2793.08,2806.98,2769.44,64518565.0,70423335023.0,1.35,2793.08,sh000300
2010-07-26,2798.76,2811.05,2811.95,2775.78,53580026.0,59848905278.0,1.29,2811.05,sh000300
2010-07-27,2803.75,2795.72,2812.21,2785.37,49799884.0,55963991462.0,0.95,2795.72,sh000300
2010-07-28,2796.48,2863.72,2866.4,2784.16,79985954.0,84516845765.0,2.94,2863.72,sh000300
2010-07-29,2866.77,2877.98,2888.6,2852.0,95965409.0,92278224492.0,1.28,2877.98,sh000300
2010-07-30,2871.48,2868.85,2876.14,2844.68,62575591.0,65224482367.0,1.09,2868.85,sh000300
2010-08-02,2868.28,2917.27,2922.61,2867.45,71743300.0,73569074427.0,1.92,2917.27,sh000300
2010-08-03,2925.25,2865.97,2929.61,2865.76,81748364.0,86870574135.0,2.19,2865.97,sh000300
2010-08-04,2858.35,2876.43,2876.59,2818.25,71318039.0,75670144265.0,2.04,2876.43,sh000300
2010-08-05,2874.66,2850.83,2877.31,2833.67,67157581.0,73038457567.0,1.52,2850.83,sh000300
2010-08-06,2848.16,2897.66,2898.53,2821.03,74914895.0,82145150913.0,2.72,2897.66,sh000300
2010-08-09,2894.1,2918.24,2922.62,2888.04,74726391.0,83431980844.0,1.19,2918.24,sh000300
2010-08-10,2920.4,2832.64,2925.3,2832.08,78435034.0,84283699448.0,3.19,2832.64,sh000300
2010-08-11,2823.15,2850.21,2864.36,2823.15,54979133.0,58786302173.0,1.45,2850.21,sh000300
2010-08-12,2822.79,2816.39,2860.37,2810.1,59893227.0,65825613506.0,1.76,2816.39,sh000300
2010-08-13,2818.41,2855.55,2856.04,2799.22,58507721.0,62923747790.0,2.02,2855.55,sh000300
2010-08-16,2851.22,2922.08,2927.69,2843.02,81068043.0,91427507573.0,2.97,2922.08,sh000300
2010-08-17,2927.26,2942.29,2949.73,2917.83,76452912.0,86700542871.0,1.09,2942.29,sh000300
2010-08-18,2945.98,2937.36,2962.75,2924.67,70747600.0,80832368101.0,1.29,2937.36,sh000300
2010-08-19,2940.77,2955.4,2975.19,2928.01,76924865.0,91734587115.0,1.61,2955.4,sh000300
2010-08-20,2943.33,2898.33,2951.96,2892.64,71663306.0,82298173112.0,2.01,2898.33,sh000300
2010-08-23,2895.71,2896.19,2920.54,2886.66,48915517.0,57772779300.0,1.17,2896.19,sh000300
2010-08-24,2892.13,2911.83,2933.12,2866.8,61093796.0,65036592635.0,2.29,2911.83,sh000300
2010-08-25,2893.99,2843.02,2904.66,2842.25,63610621.0,67048224427.0,2.14,2843.02,sh000300
2010-08-26,2853.1,2850.09,2868.88,2836.13,48670442.0,51862922913.0,1.15,2850.09,sh000300
2010-08-27,2847.45,2858.57,2861.07,2833.42,40789582.0,46699343358.0,0.97,2858.57,sh000300
2010-08-30,2874.25,2915.01,2921.08,2872.92,65749882.0,77341616491.0,1.68,2915.01,sh000300
2010-08-31,2905.15,2903.19,2910.06,2889.81,65766104.0,79976347302.0,0.69,2903.19,sh000300
2010-09-01,2907.66,2884.04,2931.76,2859.17,76975578.0,87931887194.0,2.5,2884.04,sh000300
2010-09-02,2917.74,2921.39,2931.55,2903.03,70700851.0,88923142593.0,0.99,2921.39,sh000300
2010-09-03,2926.94,2920.21,2929.55,2891.88,72641027.0,87724829649.0,1.29,2920.21,sh000300
2010-09-06,2935.89,2975.09,2980.42,2935.89,93855681.0,110466116424.0,1.52,2975.09,sh000300
2010-09-07,2979.3,2983.11,2991.44,2959.9,73519361.0,85488193860.0,1.06,2983.11,sh000300
2010-09-08,2970.0,2980.97,2982.72,2953.84,72872002.0,92660879129.0,0.97,2980.97,sh000300
2010-09-09,2986.87,2926.46,2986.87,2922.2,81395554.0,103248280132.0,2.17,2926.46,sh000300
2010-09-10,2928.0,2932.55,2940.79,2890.03,65086704.0,83743163807.0,1.73,2932.55,sh000300
2010-09-13,2933.59,2962.32,2977.08,2925.42,67279900.0,87536178972.0,1.76,2962.32,sh000300
2010-09-14,2971.55,2965.01,2984.47,2954.51,70105903.0,87204421695.0,1.01,2965.01,sh000300
2010-09-15,2965.54,2913.19,2965.54,2905.63,71619642.0,86445964329.0,2.02,2913.19,sh000300
2010-09-16,2908.32,2857.79,2917.85,2834.03,74074284.0,84198375910.0,2.88,2857.79,sh000300
2010-09-17,2864.72,2861.37,2877.08,2847.68,51938867.0,62466326737.0,1.03,2861.37,sh000300
2010-09-20,2865.04,2849.83,2872.22,2829.76,50283104.0,57582985440.0,1.48,2849.83,sh000300
2010-09-21,2859.43,2857.48,2869.38,2844.12,35751881.0,44742025248.0,0.89,2857.48,sh000300
2010-09-27,2869.93,2905.03,2905.53,2864.21,49071823.0,62611534184.0,1.45,2905.03,sh000300
2010-09-28,2900.54,2880.91,2900.54,2875.66,58660826.0,80859749613.0,0.86,2880.91,sh000300
2010-09-29,2877.27,2874.81,2908.73,2866.85,56782236.0,74516021987.0,1.45,2874.81,sh000300
2010-09-30,2859.06,2935.57,2935.59,2857.42,63000247.0,80709727516.0,2.72,2935.57,sh000300
2010-10-08,2965.65,3044.23,3055.84,2963.24,99994720.0,134986634589.0,3.15,3044.23,sh000300
2010-10-11,3069.19,3132.9,3154.2,3069.19,158734904.0,212607066630.0,2.79,3132.9,sh000300
2010-10-12,3121.64,3172.73,3173.85,3106.22,127361705.0,178245219770.0,2.16,3172.73,sh000300
2010-10-13,3176.89,3217.58,3221.65,3165.58,144607773.0,195444719896.0,1.77,3217.58,sh000300
2010-10-14,3245.13,3224.14,3286.02,3215.03,179611838.0,227654458634.0,2.21,3224.14,sh000300
2010-10-15,3204.72,3327.68,3327.68,3199.12,193414140.0,245619296303.0,3.99,3327.68,sh000300
2010-10-18,3345.8,3306.16,3390.01,3288.78,217882051.0,267884370339.0,3.04,3306.16,sh000300
2010-10-19,3300.52,3375.67,3375.87,3280.0,130441791.0,165488914490.0,2.9,3375.67,sh000300
2010-10-20,3304.22,3396.88,3439.23,3301.01,166528460.0,235372057455.0,4.09,3396.88,sh000300
2010-10-21,3404.72,3374.69,3418.09,3344.96,123883245.0,175383712722.0,2.15,3374.69,sh000300
2010-10-22,3365.6,3378.66,3408.49,3346.11,116361857.0,163153618542.0,1.85,3378.66,sh000300
2010-10-25,3386.85,3481.08,3481.35,3366.43,145433105.0,208809404746.0,3.4,3481.08,sh000300
2010-10-26,3491.47,3466.08,3499.82,3436.46,142636999.0,205216457176.0,1.82,3466.08,sh000300
2010-10-27,3451.43,3403.87,3490.22,3398.09,123761570.0,177072552070.0,2.66,3403.87,sh000300
2010-10-28,3390.43,3397.69,3420.89,3371.44,98349456.0,141135882042.0,1.45,3397.69,sh000300
2010-10-29,3400.26,3379.98,3404.6,3351.6,100458970.0,145528365885.0,1.56,3379.98,sh000300
2010-11-01,3390.41,3473.0,3473.0,3390.41,126269148.0,186725762506.0,2.44,3473.0,sh000300
2010-11-02,3484.23,3463.13,3522.18,3449.72,154911450.0,233976228513.0,2.09,3463.13,sh000300
2010-11-03,3462.74,3420.34,3474.71,3419.08,126359303.0,178803329799.0,1.61,3420.34,sh000300
2010-11-04,3426.46,3480.5,3480.93,3419.64,116799481.0,164721393800.0,1.79,3480.5,sh000300
2010-11-05,3538.99,3520.8,3554.47,3498.28,137688027.0,196618041454.0,1.61,3520.8,sh000300
2010-11-08,3534.19,3548.57,3549.3,3506.38,126470759.0,174067581795.0,1.22,3548.57,sh000300
2010-11-09,3547.44,3523.95,3547.44,3498.62,122454533.0,170174876748.0,1.38,3523.95,sh000300
2010-11-10,3507.2,3499.11,3508.27,3470.97,120078578.0,176529783278.0,1.06,3499.11,sh000300
2010-11-11,3490.74,3509.98,3557.99,3484.89,138976233.0,209121524845.0,2.09,3509.98,sh000300
2010-11-12,3484.61,3291.83,3497.06,3284.35,160733850.0,224200791087.0,6.06,3291.83,sh000300
2010-11-15,3298.74,3314.89,3319.98,3241.76,102315724.0,144492952434.0,2.38,3314.89,sh000300
2010-11-16,3311.62,3169.54,3311.62,3155.48,108307072.0,154278113336.0,4.71,3169.54,sh000300
2010-11-17,3124.11,3103.91,3168.93,3087.51,83258080.0,118981231625.0,2.57,3103.91,sh000300
2010-11-18,3134.94,3147.96,3158.63,3097.39,65697292.0,94476115838.0,1.97,3147.96,sh000300
2010-11-19,3168.17,3178.85,3178.85,3076.21,83347654.0,114672977294.0,3.26,3178.85,sh000300
2010-11-22,3148.22,3171.94,3200.47,3137.75,83212776.0,114302974766.0,1.97,3171.94,sh000300
2010-11-23,3156.48,3107.18,3156.48,3061.62,77399591.0,105281461473.0,2.99,3107.18,sh000300
2010-11-24,3088.99,3177.04,3177.41,3088.99,75332083.0,107688446612.0,2.85,3177.04,sh000300
2010-11-25,3197.97,3223.48,3227.05,3172.28,83442094.0,116948295300.0,1.72,3223.48,sh000300
2010-11-26,3214.13,3194.85,3224.52,3170.36,64467824.0,96226367197.0,1.68,3194.85,sh000300
2010-11-29,3183.54,3190.05,3206.76,3159.46,58994892.0,88799073974.0,1.48,3190.05,sh000300
2010-11-30,3187.53,3136.99,3205.78,3060.44,85762355.0,120572328539.0,4.56,3136.99,sh000300
2010-12-01,3127.26,3136.02,3150.44,3111.65,48882668.0,69472579579.0,1.24,3136.02,sh000300
2010-12-02,3185.76,3155.06,3194.23,3154.32,61023908.0,89764278070.0,1.27,3155.06,sh000300
2010-12-03,3161.93,3158.16,3171.38,3134.42,50475354.0,71387337327.0,1.17,3158.16,sh000300
2010-12-06,3168.88,3165.57,3185.33,3140.55,56362630.0,80043207937.0,1.42,3165.57,sh000300
2010-12-07,3152.73,3200.34,3214.69,3112.22,58483653.0,85548293130.0,3.24,3200.34,sh000300
2010-12-08,3194.9,3171.88,3215.28,3166.77,59515663.0,87056105048.0,1.52,3171.88,sh000300
2010-12-09,3156.0,3123.37,3175.05,3122.2,66152965.0,83159036199.0,1.67,3123.37,sh000300
2010-12-10,3107.38,3161.98,3172.16,3101.08,57108105.0,78069117443.0,2.28,3161.98,sh000300
2010-12-13,3176.33,3261.06,3261.34,3173.56,95713739.0,132088353616.0,2.78,3261.06,sh000300
2010-12-14,3270.2,3269.47,3279.36,3254.18,84104241.0,114928736614.0,0.77,3269.47,sh000300
2010-12-15,3270.78,3247.64,3282.77,3242.52,72269785.0,104793174443.0,1.23,3247.64,sh000300
2010-12-16,3246.01,3230.67,3258.39,3224.12,56799625.0,79262377015.0,1.06,3230.67,sh000300
2010-12-17,3229.3,3225.66,3232.84,3212.58,44919147.0,65697259729.0,0.63,3225.66,sh000300
2010-12-20,3239.02,3178.66,3249.76,3118.0,74759693.0,107521977283.0,4.08,3178.66,sh000300
2010-12-21,3184.7,3249.51,3251.55,3168.89,79852420.0,112461675290.0,2.6,3249.51,sh000300
2010-12-22,3253.82,3215.45,3263.45,3201.67,69936258.0,98309032433.0,1.9,3215.45,sh000300
2010-12-23,3210.67,3188.61,3237.64,3183.15,61315847.0,84430476449.0,1.69,3188.61,sh000300
2010-12-24,3170.64,3162.96,3187.72,3139.45,55137767.0,72989136209.0,1.51,3162.96,sh000300
2010-12-27,3176.11,3099.71,3219.66,3092.26,70017107.0,99855478580.0,4.03,3099.71,sh000300
2010-12-28,3084.82,3044.93,3095.36,3041.33,56325749.0,74843956564.0,1.74,3044.93,sh000300
2010-12-29,3049.93,3061.83,3062.56,3025.22,45192775.0,60134777207.0,1.23,3061.83,sh000300
2010-12-30,3063.05,3064.1,3079.91,3027.9,54281429.0,70284275917.0,1.7,3064.1,sh000300
2010-12-31,3069.05,3128.26,3129.45,3067.11,62566078.0,90545901164.0,2.03,3128.26,sh000300
2011-01-04,3155.56,3189.68,3194.36,3143.6,85410440.0,129159620771.0,1.62,3189.68,sh000300
2011-01-05,3170.18,3175.66,3193.78,3158.87,79268810.0,116943213907.0,1.09,3175.66,sh000300
2011-01-06,3177.83,3159.64,3198.05,3152.57,59681092.0,91568447016.0,1.43,3159.64,sh000300
2011-01-07,3156.36,3166.62,3209.9,3141.12,84093233.0,113651250191.0,2.18,3166.62,sh000300
2011-01-10,3162.08,3108.19,3182.78,3102.43,65494406.0,87992881712.0,2.54,3108.19,sh000300
2011-01-11,3096.25,3124.92,3131.29,3084.51,56985917.0,74832449402.0,1.51,3124.92,sh000300
2011-01-12,3135.18,3142.34,3153.43,3099.41,58498518.0,71551421416.0,1.73,3142.34,sh000300
2011-01-13,3153.99,3141.28,3157.04,3127.16,51936988.0,66925783701.0,0.95,3141.28,sh000300
2011-01-14,3129.67,3091.86,3129.67,3083.51,53351439.0,71012100141.0,1.47,3091.86,sh000300
2011-01-17,3067.43,2974.35,3078.88,2968.61,66807562.0,85454121099.0,3.57,2974.35,sh000300
2011-01-18,2965.42,2977.65,2984.47,2947.6,42964564.0,54652416480.0,1.24,2977.65,sh000300
2011-01-19,2978.46,3044.85,3045.6,2967.24,56571942.0,72772226927.0,2.63,3044.85,sh000300
2011-01-20,3037.86,2944.71,3037.86,2944.5,61046643.0,76440116738.0,3.07,2944.71,sh000300
2011-01-21,2935.23,2983.46,3030.26,2935.14,73102966.0,85157790710.0,3.23,2983.46,sh000300
2011-01-24,2986.09,2954.23,2999.2,2943.92,65472545.0,75805236102.0,1.85,2954.23,sh000300
