start_date,end_date,scale,gru_hidden
2010-05-31,2015-09-07,4,256
2010-07-29,2015-11-09,10,16
2010-09-28,2016-01-05,5,16
2010-11-30,2016-03-08,8,256
2011-01-26,2016-05-05,7,32
2011-03-30,2016-07-04,7,32
2011-05-30,2016-08-29,4,256
2011-07-26,2016-11-02,6,32
2011-09-21,2016-12-28,9,256
2011-11-23,2017-03-02,7,16
2012-01-20,2017-05-02,8,128
2012-03-23,2017-06-29,7,16
2012-05-25,2017-08-24,10,512
